,New England : all utility-scale solar.1,Connecticut : all utility-scale solar.1,Maine : all utility-scale solar.1,Massachusetts : all utility-scale solar.1,Rhode Island : all utility-scale solar.1,Vermont : all utility-scale solar.1,Middle Atlantic : all utility-scale solar.1,New Jersey : all utility-scale solar.1,New York : all utility-scale solar.1,Pennsylvania : all utility-scale solar.1,East North Central : all utility-scale solar.1,Illinois : all utility-scale solar.1,Indiana : all utility-scale solar.1,Michigan : all utility-scale solar.1,Ohio : all utility-scale solar.1,South Atlantic : all utility-scale solar.1,Delaware : all utility-scale solar.1,Florida : all utility-scale solar.1,Maryland : all utility-scale solar.1,North Carolina : all utility-scale solar.1,West South Central : all utility-scale solar.1,Texas : all utility-scale solar.1,Mountain : all utility-scale solar.1,Arizona : all utility-scale solar.1,Colorado : all utility-scale solar.1,Idaho : all utility-scale solar.1,Montana : all utility-scale solar.1,Nevada : all utility-scale solar.1,New Mexico : all utility-scale solar.1,Utah : all utility-scale solar.1,Pacific Contiguous : all utility-scale solar.1,California : all utility-scale solar.1,Oregon : all utility-scale solar.1,Washington : all utility-scale solar.1,Pacific Noncontiguous : all utility-scale solar.1,Hawaii : all utility-scale solar.1
20,0.7707509881422924,0.8,0.15000000000000002,0.8387096774193548,0.6285714285714286,0.9999999999999999,0.7743362831858406,0.8878504672897194,0.7222222222222222,0.42857142857142855,0.21568627450980393,0.06578947368421052,0.4912280701754386,0.29166666666666663,0.1368421052631579,0.6341829085457271,1.0,0.625,0.761904761904762,0.7111959287531807,0.41452723857232304,0.42040285899935015,0.7409896151496641,0.7522441651705566,0.8141025641025641,0.7868852459016393,0.75,0.6344294003868474,0.984126984126984,0.49062500000000003,0.7996644295302013,0.8149857954545454,0.4833333333333334,0.7142857142857142,0.9024390243902438,0.9024390243902438
21,0.7233201581027667,0.76,0.15000000000000002,0.7870967741935484,0.6,0.9130434782608695,0.8097345132743362,0.9626168224299063,0.7314814814814815,0.4761904761904762,0.28104575163398693,0.07894736842105263,0.6666666666666665,0.35416666666666663,0.18947368421052632,0.5779610194902549,1.0,0.5440476190476191,0.8571428571428571,0.683206106870229,0.4608641202254226,0.4691358024691358,0.7574832009773976,0.703770197486535,0.7628205128205128,0.721311475409836,0.75,0.7137330754352031,1.0,0.5687500000000001,0.8060402684563759,0.8128551136363635,0.6277777777777778,0.7142857142857142,0.853658536585366,0.853658536585366
22,0.7193675889328063,0.76,0.15000000000000002,0.7741935483870968,0.6,0.9565217391304347,0.7654867256637167,0.9065420560747661,0.6944444444444444,0.42857142857142855,0.28104575163398693,0.09210526315789473,0.631578947368421,0.35416666666666663,0.18947368421052632,0.6547976011994003,1.0,0.5642857142857143,0.8333333333333334,0.8155216284987278,0.6192861615529117,0.631578947368421,0.7947464874770923,0.7073608617594255,0.7948717948717949,1.0,1.0,0.7562862669245649,0.9682539682539681,0.659375,0.9583892617449665,0.9666193181818181,0.7388888888888889,1.0,0.8292682926829269,0.8292682926829269
23,0.6482213438735177,0.6799999999999999,0.1,0.7161290322580646,0.5142857142857142,0.8260869565217391,0.6283185840707964,0.7289719626168223,0.5648148148148148,0.5238095238095237,0.26143790849673204,0.10526315789473684,0.5789473684210527,0.3125,0.16842105263157894,0.5487256371814093,0.6666666666666665,0.5369047619047619,0.619047619047619,0.5776081424936387,0.5623043206011271,0.5724496426250812,0.6786805131337813,0.6157989228007182,0.6025641025641025,0.7377049180327868,0.75,0.642166344294004,0.8888888888888888,0.5531250000000001,0.7369127516778524,0.7397017045454546,0.6222222222222222,0.8571428571428571,0.9024390243902438,0.9024390243902438
24,0.5454545454545454,0.6000000000000001,0.1,0.5935483870967742,0.48571428571428565,0.6521739130434782,0.5973451327433628,0.6542056074766354,0.5555555555555556,0.5714285714285714,0.19607843137254904,0.06578947368421052,0.4561403508771929,0.22916666666666663,0.1368421052631579,0.4280359820089955,0.33333333333333326,0.42619047619047623,0.47619047619047616,0.4312977099236641,0.42454602379461487,0.42170240415854454,0.5699450213805742,0.5206463195691203,0.5705128205128205,0.5737704918032787,0.5,0.5145067698259187,0.7380952380952379,0.4937500000000001,0.49832214765100674,0.4989346590909091,0.45000000000000007,0.5714285714285714,0.9268292682926829,0.9268292682926829
25,0.33596837944664026,0.36000000000000004,0.05,0.3612903225806452,0.3428571428571428,0.3913043478260869,0.34513274336283184,0.37383177570093457,0.35185185185185186,0.42857142857142855,0.1437908496732026,0.05263157894736842,0.3684210526315789,0.16666666666666666,0.0736842105263158,0.4272863568215892,0.33333333333333326,0.40714285714285714,0.33333333333333337,0.44402035623409675,0.3544145272385723,0.345679012345679,0.4868662186927306,0.4685816876122083,0.3589743589743589,0.40983606557377045,0.25,0.43907156673114117,0.6825396825396823,0.45312500000000006,0.42751677852348996,0.42826704545454547,0.38888888888888895,0.42857142857142855,0.6829268292682926,0.6829268292682926
26,0.20158102766798416,0.27999999999999997,0.25,0.18709677419354842,0.2571428571428571,0.1739130434782609,0.29646017699115046,0.3177570093457944,0.3055555555555556,0.3809523809523809,0.11437908496732026,0.05263157894736842,0.17543859649122806,0.10416666666666666,0.06315789473684211,0.3275862068965517,0.0,0.32738095238095244,0.2857142857142857,0.3078880407124682,0.2661239824671259,0.25795971410006496,0.24373854612095303,0.22621184919210058,0.26923076923076916,0.04918032786885246,0.0,0.21663442940038685,0.43650793650793646,0.20937500000000003,0.29127516778523493,0.3011363636363636,0.12777777777777777,0.2857142857142857,0.5609756097560975,0.5609756097560975
27,0.13043478260869565,0.2,0.15000000000000002,0.14193548387096777,0.17142857142857143,0.0,0.11946902654867253,0.11214953271028033,0.1759259259259259,0.19047619047619047,0.07516339869281045,0.07894736842105263,0.10526315789473684,0.10416666666666666,0.010526315789473682,0.3197151424287856,0.0,0.41666666666666674,0.07142857142857151,0.22391857506361323,0.2604884157795867,0.2566601689408707,0.16004886988393408,0.15619389587073607,0.13461538461538458,0.04918032786885246,0.0,0.12959381044487422,0.37301587301587297,0.14375000000000004,0.16073825503355704,0.16583806818181818,0.09444444444444444,0.14285714285714285,0.5853658536585366,0.5853658536585366
28,0.21343873517786557,0.36000000000000004,0.30000000000000004,0.20645161290322583,0.3142857142857143,0.0,0.31415929203539816,0.24299065420560745,0.40740740740740744,0.42857142857142855,0.11437908496732026,0.06578947368421052,0.07017543859649122,0.20833333333333331,0.10526315789473684,0.33883058470764615,0.0,0.44166666666666665,0.23809523809523814,0.24173027989821882,0.31809643080776456,0.31513970110461337,0.21380574221136228,0.24596050269299818,0.1858974358974359,0.06557377049180324,0.0,0.15280464216634432,0.3253968253968254,0.20937500000000003,0.20738255033557046,0.21306818181818182,0.11666666666666667,0.14285714285714285,0.5853658536585366,0.5853658536585366
29,0.1264822134387352,0.2,0.25,0.11612903225806454,0.19999999999999998,0.043478260869565216,0.11061946902654862,0.0,0.2592592592592593,0.23809523809523808,0.2647058823529412,0.13157894736842105,0.22807017543859648,0.41666666666666663,0.2,0.33208395802098956,0.0,0.45238095238095244,0.09523809523809523,0.2290076335877863,0.2974326862867877,0.29759584145549056,0.3640806353084912,0.41472172351885095,0.2435897435897436,0.19672131147540983,0.0,0.3133462282398453,0.4603174603174603,0.309375,0.39530201342281884,0.40234374999999994,0.2611111111111111,0.2857142857142857,0.4878048780487805,0.4878048780487805
30,0.8458498023715414,0.8800000000000001,0.55,0.9096774193548387,0.7714285714285714,0.6956521739130435,0.8407079646017698,0.8130841121495327,0.8425925925925927,0.9523809523809523,0.5522875816993464,0.2763157894736842,0.6842105263157894,0.8541666666666666,0.4736842105263157,0.6664167916041979,0.6666666666666665,0.6988095238095239,0.8571428571428571,0.6221374045801528,0.5360050093926112,0.5295646523716698,0.6065974343310935,0.6086175942549371,0.41666666666666663,0.6229508196721312,0.5,0.5106382978723405,0.7063492063492063,0.6125,0.6335570469798659,0.6296164772727273,0.6444444444444445,0.5714285714285714,0.5853658536585366,0.5853658536585366
31,0.6877470355731224,0.6000000000000001,0.5,0.7096774193548387,0.7428571428571428,0.6521739130434782,0.8495575221238937,0.8037383177570092,0.8796296296296297,0.9047619047619047,0.5947712418300654,0.35526315789473684,0.8245614035087718,0.7708333333333333,0.4736842105263157,0.8826836581709144,1.0,0.8226190476190477,0.8809523809523808,0.9783715012722648,0.4978083907326237,0.48473034437946716,0.7892486255345145,0.7307001795332136,0.6025641025641025,0.7540983606557377,0.5,0.7040618955512574,0.7777777777777777,0.8656250000000001,0.8889261744966444,0.8863636363636362,0.8444444444444444,0.8571428571428571,0.7804878048780488,0.7804878048780488
32,0.9249011857707509,1.0,0.65,0.9483870967741936,0.9142857142857143,0.8695652173913043,0.9867256637168141,0.9626168224299063,0.9999999999999999,1.0,0.7189542483660131,0.39473684210526316,0.9824561403508771,0.9791666666666665,0.5684210526315789,0.9999999999999999,1.0,1.0,0.9047619047619048,1.0,0.7463994990607388,0.7387914230019493,0.9938912645082468,1.0,0.6602564102564102,0.8852459016393441,0.75,0.8994197292069632,0.9444444444444444,1.0,1.0,1.0,0.9055555555555557,0.8571428571428571,0.9268292682926829,0.9268292682926829
33,0.9999999999999999,1.0,1.0,1.0,1.0,0.9130434782608695,0.9999999999999999,0.9999999999999998,0.9999999999999999,0.9047619047619047,0.7549019607843137,0.4605263157894737,1.0,0.9791666666666665,0.5473684210526315,0.812968515742129,1.0,0.7202380952380953,0.9047619047619048,0.8918575063613233,0.8916718847839697,0.8888888888888887,1.0,0.9443447037701974,0.9166666666666667,1.0,1.0,0.9226305609284333,0.9285714285714284,0.95,0.9704697986577182,0.9623579545454546,1.0,1.0,1.0,1.0
34,0.758893280632411,0.76,0.8,0.7419354838709677,0.7999999999999999,0.6956521739130435,0.9203539823008849,0.9439252336448596,0.888888888888889,0.8571428571428572,0.9509803921568627,0.75,0.8771929824561402,1.0,0.9894736842105262,0.9029235382308846,1.0,0.7797619047619048,0.8809523809523808,0.9961832061068704,1.0,0.9999999999999999,0.8833231521075139,0.6929982046678637,1.0,0.8032786885245902,0.75,0.9168278529980658,0.9444444444444444,0.7875000000000001,0.910738255033557,0.9066051136363635,0.8833333333333333,1.0,0.853658536585366,0.853658536585366
35,0.7865612648221343,0.8,0.9500000000000001,0.7483870967741935,0.7999999999999999,0.8260869565217391,0.8230088495575222,0.7850467289719625,0.8425925925925927,0.9047619047619047,1.0,0.9736842105263158,0.8771929824561402,1.0,0.9999999999999999,0.8197151424287855,0.6666666666666665,0.7345238095238096,0.9761904761904762,0.8829516539440204,0.9674389480275516,0.9668615984405456,0.9480757483200978,0.8114901256732495,0.9423076923076923,0.6557377049180328,0.75,1.0,0.8650793650793649,0.8812500000000001,0.8973154362416107,0.9026988636363635,0.7333333333333334,0.8571428571428571,0.9024390243902438,0.9024390243902438
36,0.7272727272727272,0.8800000000000001,0.9500000000000001,0.6838709677419355,0.7142857142857142,0.6521739130434782,0.7654867256637167,0.6822429906542056,0.8425925925925927,0.8571428571428572,0.9836601307189543,0.9999999999999999,1.0,0.7916666666666666,0.8947368421052632,0.8077211394302849,0.6666666666666665,0.7154761904761905,0.9999999999999999,0.8091603053435116,0.9730745147150908,0.9785575048732943,0.8252901649358583,0.6768402154398564,0.7756410256410255,0.6065573770491803,0.5,0.8549323017408124,0.7619047619047619,0.85625,0.7355704697986578,0.7379261363636362,0.638888888888889,0.7142857142857142,0.853658536585366,0.853658536585366
